ID;Nome;Data_nascita;Luogo_nascita;Nazionalita;url
PEDRO;PEDRO;28/07/1987;Santa Cruz de Tenerife;Spagna;https://img.a.transfermarkt.technology/portrait/header/65278-1602077251.jpg?lm=1
PEDRO G.;PEDRO Guillherme;20/06/1997;Rio de Janeiro;Brasile;
PEGOLO;PEGOLO Gianluca;25/03/1981;Bassano del Grappa;Italia;
PELLEGRI;PELLEGRI Pietro;17/03/2001;Genova;Italia;https://img.a.transfermarkt.technology/portrait/header/364133-1614090917.jpg?lm=1
PELLEGRINI LO.;PELLEGRINI Lorenzo;19/06/1996;Roma;Italia;https://img.a.transfermarkt.technology/portrait/header/286297-1596002391.jpg?lm=1
PELLEGRINI LU.;PELLEGRINI Luca;07/03/1999;Roma;Italia;
PELUSO;PELUSO Federico;20/01/1984;Roma;Italia;
PEREIRA A.;PEREIRA Andreas;01/01/1996;Duffel;Brasile;
PEREIRO;PEREIRO Gaston;11/06/1995;Montevideo;Uruguay;
PEREYRA;PEREYRA Roberto;07/01/1991;San Miguel de Tucuman;Argentina;https://img.a.transfermarkt.technology/portrait/header/112302-1630653037.jpg?lm=1
PEREZ N.;PEREZ Nehuen;24/06/2000;Hurlingham;Argentina;https://img.a.transfermarkt.technology/portrait/header/491693-1629711047.jpg?lm=1
PERIN;PERIN Mattia;10/11/1992;Latina;Italia;https://img.a.transfermarkt.technology/portrait/header/110923-1607528390.jpg?lm=1
PERISAN;PERISAN Samuele;21/08/1997;San Vito al Tagliamento;Italia;
PERISIC;PERISIC Ivan;02/02/1989;Almissa;Croazia;
PEROTTI;PEROTTI Diego;26/07/1988;Moreno;Argentina;
PESSINA;PESSINA Matteo;21/04/1997;Monza;Italia;https://img.a.transfermarkt.technology/portrait/header/332179-1661268524.jpg?lm=1
PETAGNA;PETAGNA Andrea;30/06/1995;Trieste;Italia;https://img.a.transfermarkt.technology/portrait/header/199258-1660297353.jpg?lm=1
PETRICCIONE;PETRICCIONE Jacopo;22/02/1995;Gorizia;Italia;
PEZZELLA GER.;PEZZELLA German;27/06/1991;Bahia Blanca;Argentina;
PEZZELLA GIU.;PEZZELLA Giuseppe;29/11/1997;Napoli;Italia;
PIATEK;PIATEK Krysztof;01/07/1995;Dzierzoniow;Polonia;https://img.a.transfermarkt.technology/portrait/header/327757-1657099152.jpg?lm=1
PICCOLI;PICCOLI Roberto;27/01/2001;Bergamo;Italia;https://img.a.transfermarkt.technology/portrait/header/432092-1630496924.jpg?lm=1
PINAMONTI;PINAMONTI Andrea;19/05/1999;Cles;Italia;https://img.a.transfermarkt.technology/portrait/header/315865-1660281198.jpg?lm=1
PINNA;PINNA Simone;17/10/1997;Oristano;Italia;
PINSOGLIO;PINSOGLIO Carlo;16/03/1990;Moncalieri;Italia;https://img.a.transfermarkt.technology/portrait/header/75411-1468926569.jpg?lm=1
PISACANE;PISACANE Fabio;28/01/1986;Napoli;Italia;
PJACA;PJACA Marko;06/05/1995;Zagabria;Croazia;
PJANIC;PJANIC Miralem;02/04/1990;Tuzla;Bosnia;
POBEGA;POBEGA Tommaso;15/07/1999;Trieste;Italia;https://img.a.transfermarkt.technology/portrait/header/392538-1602507166.png?lm=1
POGBA;POGBA Paul;15/03/1993;Lagny-sur-Marne;Francia;https://img.a.transfermarkt.technology/portrait/header/122153-1582114937.jpg?lm=1
POLI;POLI Andrea;29/09/1989;Vittorio Veneto;Italia;
POLITANO;POLITANO Matteo;03/08/1993;Roma;Italia;https://img.a.transfermarkt.technology/portrait/header/165895-1596098960.jpg?lm=1
PONGRACIC;PONGRACIC Marin;11/09/1997;Landshut;Croazia;https://img.a.transfermarkt.technology/portrait/header/282144-1657202331.jpg?lm=1
PORTANOVA;PORTANOVA Manolo;02/06/2000;Napoli;Italia;
POSCH;POSCH Stefan;14/05/1997;Judenburg;Austria;https://img.a.transfermarkt.technology/portrait/header/223974-1657200239.jpg?lm=1
PRAET;PRAET Dennis;14/05/1994;Lovanio;Belgio;https://img.a.transfermarkt.technology/portrait/header/129588-1572887027.jpg?lm=1
PROTO;PROTO Silvio;23/05/1983;Charleroi;Belgio;
PROVEDEL;PROVEDEL Ivan;17/03/1994;Pordenone;Italia;https://img.a.transfermarkt.technology/portrait/header/197929-1647942320.jpg?lm=1
PULGAR;PULGAR Erick;15/01/1994;Antofagasta;Cile;
PUSSETTO;PUSSETTO Ignacio;21/12/1995;Canada Rosquin;Argentina;https://img.a.transfermarkt.technology/portrait/header/283528-1630653500.jpg?lm=1
QUAGLIARELLA;QUAGLIARELLA Fabio;31/01/1983;Castellammare di Stabia;Italia;https://img.a.transfermarkt.technology/portrait/header/22328-1630591208.jpg?lm=1
RABIOT;RABIOT Adrien;03/04/1995;Saint-Maurice;Francia;https://img.a.transfermarkt.technology/portrait/header/182913-1568120243.jpg?lm=1
RADONJIC;RADONJIC Nemanja;15/02/1996;Nis;Serbia;https://img.a.transfermarkt.technology/portrait/header/245078-1643888976.png?lm=1
RADOVANOVIC;RADOVANOVIC Ivan;29/08/1988;Belgrado;Serbia;
RADU;RADU Stefan;22/10/1986;Bucarest;Romania;
RADU I.;RADU Ionut;28/05/1997;Bucarest;Romania;
RADUNOVIC;RADUNOVIC Boris;26/05/1996;Belgrado;Serbia;
RAFAEL;RAFAEL;03/03/1982;San Paolo;Brasile;
RAFAEL LEAO;RAFAEL LEAO;10/06/1999;Almada;Portogallo;https://img.a.transfermarkt.technology/portrait/header/357164-1661352687.jpg?lm=1
RAGATZU;RAGATZU Daniele;21/09/1991;Cagliari;Italia;
RAMIREZ;RAMIREZ Gaston;02/12/1990;Fray Bentos;Uruguay;
RAMSEY;RAMSEY Aaron;26/12/1990;Caerphilly;Galles;
RANIERI L;RANIERI Luca;23/04/1999;La Spezia;Italia;
RANOCCHIA;RANOCCHIA Andrea;16/02/1988;Assisi;Italia;
RANOCCHIA F.;RANOCCHIA Filippo;14/05/2001;Perugia;Italia;https://img.a.transfermarkt.technology/portrait/header/489611-1660115762.jpg?lm=1
RASMUSSEN;RASMUSSEN Jacob;28/05/1997;Odense;Danimarca;
RASPADORI;RASPADORI Giacomo;18/02/2000;Bentivoglio;Italia;https://img.a.transfermarkt.technology/portrait/header/405885-1661508804.jpg?lm=1
RAUTI;RAUTI Nicola;17/04/2000;Legnano;Italia;
REBIC;REBIC Ante;21/09/1993;Spalato;Croazia;https://img.a.transfermarkt.technology/portrait/header/187587-1596115623.jpg?lm=1
RECA;RECA Arkadiusz;17/06/1995;Chojnice;Polonia;
REGINI;REGINI Vasco;09/09/1990;Cesena;Italia;
REINA;REINA Pepe;31/08/1982;Madrid;Spagna;
REYNOLDS;REYNOLDS Bryan;28/06/2001;Fort Worth;Stati Uniti;
RIBERY;RIBERY Franck;07/04/1983;Boulogne-sur-Mer;Francia;
RICCARDI;RICCARDI Alessio;03/04/2001;Roma;Italia;
RICCARDI D;RICCARDI Davide;09/04/1996;Monfalcone;Italia;
RICCI M.;RICCI Matteo;27/05/1994;Roma;Italia;
RICCI S.;RICCI Samuele;21/08/2001;Pontedera;Italia;https://img.a.transfermarkt.technology/portrait/header/467992-1646648743.jpg?lm=1
RIGONI E;RIGONI Emiliano;04/02/1993;Colonia Caroya;Argentina;
RINCON;RINCON Tomas;13/01/1988;San Cristobal;Venezuela;
RISPOLI;RISPOLI Andrea;29/09/1988;Cava de Tirreni;Italia;
RIZZO N;RIZZO Nicholas;11/03/2000;Esine;Italia;
RODRIGO BECAO;BECAO Rodrigo;19/01/1996;Salvador;Brasile;https://img.a.transfermarkt.technology/portrait/header/410158-1544888187.png?lm=1
RODRIGUEZ R.;RODRIGUEZ Ricardo;25/08/1992;Zurigo;Svizzera;https://img.a.transfermarkt.technology/portrait/header/86784-1597165843.jpg?lm=1
ROG;ROG Marko;19/07/1995;Varazdin;Croazia;
ROGERIO;ROGERIO;13/01/1998;Nobres;Brasile;https://img.a.transfermarkt.technology/portrait/header/401527-1661514085.jpg?lm=1
ROMAGNA;ROMAGNA Filippo;26/05/1997;Fano;Italia;
ROMAGNOLI;ROMAGNOLI Alessio;12/01/1995;Anzio;Italia;https://img.a.transfermarkt.technology/portrait/header/197747-1650543426.jpg?lm=1
ROMERO;ROMERO Cristian;27/04/1998;Cordoba;Argentina;
ROMERO L.;ROMERO Luka;18/11/2004;Durango;Argentina;https://img.a.transfermarkt.technology/portrait/header/769063-1630499868.jpg?lm=1
ROMULO;ROMULO;22/05/1987;Pelotas;Italia;
RONALDO;RONALDO Cristiano;05/02/1985;Funchal;Portogallo;
ROSATI;ROSATI Antonio;26/06/1983;Tivoli;Italia;
ROSSETTINI;ROSSETTINI Luca;09/05/1985;Padova;Italia;
ROSSI F.;ROSSI Francesco;27/04/1991;Merate;Italia;
